player_name,transfer_fee,market_value_in_eur,days_since_last_transfer,num_transfers
Enver Sarıalioğlu,0.0,16666.666666666668,465.0,3
Enzo Barrenechea,16300000.0,3230000.0,263.55555555555554,10
Enzo Boyomo,6800000.0,700000.0,596.2,6
Enzo Cornelisse,0.0,0.0,1114.0,4
Enzo Ebosse,4500000.0,612500.0,861.6666666666666,4
Enzo Fernández,165250000.0,13333333.333333334,335.0,6
Enzo Genton,0.0,0.0,274.5,3
Enzo Le Fée,43000000.0,9500000.0,855.3333333333334,4
Enzo Loiodice,0.0,2600000.0,286.0,5
Enzo Millot,1750000.0,287500.0,380.0,4
Enzo Molebe,0.0,0.0,456.75,5
Enzo Mongo,0.0,0.0,,1
Enzo Tchato,0.0,125000.0,1096.0,2
Epaminondas Pantelakis,0.0,175000.0,393.38461538461536,14
Eran Tuypens,0.0,0.0,365.0,2
Eray Cömert,800000.0,1572727.2727272727,401.7,11
Eray Güneş,0.0,12500.0,285.2,6
Eray Korkmaz,35000.0,43750.0,478.6666666666667,4
Eray Özbek,0.0,50000.0,353.3333333333333,4
Ercan Kara,1040000.0,907142.8571428572,710.3333333333334,7
Erce Kardeşler,855000.0,75000.0,503.1,11
Erdal Rakip,500000.0,1128571.4285714286,581.6666666666666,7
Erdem Canpolat,0.0,71428.57142857143,554.5,7
Erdem Gökçe,0.0,88888.88888888889,178.25,9
Erdem Güleç,0.0,0.0,914.0,2
Erdem Çalık,0.0,12500.0,230.0,4
Erdem Çetinkaya,0.0,235714.2857142857,304.1666666666667,7
Erdem Özgenç,0.0,202941.17647058822,477.0625,17
Erdon Daci,25000.0,465000.0,631.25,5
Erdoğan Yeşilyurt,500000.0,350000.0,680.1428571428571,8
Eren Altıntaş,0.0,0.0,765.0,2
Eren Arda Şan,0.0,0.0,284.0,4
Eren Berberoğlu,0.0,16666.666666666668,538.0,3
Eren Dinkçi,5000000.0,2515000.0,324.6666666666667,10
Eren Durmuş,0.0,16666.666666666668,371.5,3
Eren Elmalı,7100000.0,1050000.0,463.6666666666667,7
Eren Emre Aydın,0.0,58333.333333333336,292.0,6
Eren Karaağaç,0.0,50000.0,365.0,2
Eren Kaya,0.0,8333.333333333334,638.0,6
Erencan Yardımcı,4479000.0,956818.1818181818,267.4,11
Erhan Erentürk,200000.0,243750.0,514.4285714285714,8
Erhan Masovic,1600000.0,388888.8888888889,325.75,9
Eric Bailly,43700000.0,3550000.0,548.0,8
Eric Bicfalvi,300000.0,872222.2222222222,456.625,9
Eric Curbelo,0.0,180000.0,1006.75,5
Eric Da Silva Moreira,1500000.0,200000.0,822.0,5
Eric Dier,5000000.0,4388888.888888889,684.875,9
Eric García,1700000.0,7142857.142857143,486.8333333333333,7
Eric Kahl,1500000.0,333333.3333333333,467.5,3
Eric Larsson,0.0,400000.0,1301.75,5
Eric Martel,1200000.0,857142.8571428572,304.3333333333333,7
Eric Monjonell,0.0,137500.0,436.6666666666667,4
Eric Oelschlägel,0.0,165000.0,743.2222222222222,10
Eric Smith,600000.0,747727.2727272727,273.8,11
Eric Veiga,0.0,69444.44444444444,472.875,9
Eric-Junior Bocat,1200000.0,520000.0,548.0,5
Eric-Maxim Choupo-Moting,0.0,2284615.3846153845,730.5,13
Erick Cabaco,10000000.0,1275000.0,366.54545454545456,12
Erick Nunes,0.0,500000.0,539.0,2
Erik Ahlstrand,650000.0,200000.0,982.6666666666666,4
Erik Botheim,7500000.0,1437500.0,393.0,8
Erik Lamela,47000000.0,7683333.333333333,1136.0,6
Erik Marxen,150000.0,250000.0,782.7142857142857,8
Erik Palmer-Brown,1500000.0,723529.4117647059,228.25,17
Erik Schouten,0.0,95000.0,1187.0,5
Erkan Değişmez,0.0,0.0,464.85714285714283,8
Erkan Eyibil,0.0,171666.66666666666,260.85714285714283,15
Erling Haaland,88100000.0,40040000.0,622.0,5
Ermedin Demirovic,26900000.0,3538461.5384615385,305.6666666666667,13
Ernest Agyiri,100000.0,225000.0,348.3333333333333,10
Ernest Astakhov,0.0,32500.0,323.6666666666667,10
Ernest Muci,10500000.0,2131250.0,777.0,4
Ernest Nuamah,53500000.0,9600000.0,229.5,5
Ernest Poku,0.0,75000.0,487.0,4
Erol Karaman,0.0,0.0,,1
Eros Maddy,450000.0,75000.0,662.2,6
Ersin Destanoğlu,6000.0,12500.0,577.3333333333334,4
Ertaç Özbir,0.0,221875.0,854.8571428571429,8
Ertuğrul Ersoy,750000.0,657142.8571428572,359.3076923076923,14
Ertuğrul Taşkıran,0.0,673333.3333333334,469.14285714285717,15
Ertuğrul Çetin,0.0,118750.0,313.0,8
Ervin Zukanovic,9485000.0,1708653.8461538462,277.6,26
Erwin Mulder,33000.0,522727.2727272727,767.1,11
Esequiel Barco,36460000.0,6214285.714285715,566.8333333333334,7
Eser Gürbüz,0.0,0.0,558.6666666666666,4
Eslem Öztürk,0.0,81250.0,598.0,8
Esmaël Gonçalves,1550000.0,559090.9090909091,228.5625,33
Esmir Bajraktarević,3000000.0,715000.0,307.5,5
Espen Van Ee,0.0,66666.66666666667,438.4,6
Essien Ededem,70000.0,158333.33333333334,282.4,6
Estanis Pedrola,3000000.0,955555.5555555555,273.875,9
Ester Sokler,350000.0,218750.0,353.0,4
Estéban Lepaul,150000.0,141666.66666666666,479.8,6
Ethan Brierley,0.0,37500.0,365.0,4
Ethan Horvath,1000000.0,933333.3333333334,777.0,6
Ethan Ingram,0.0,141666.66666666666,366.0,6
Ethan Mbappé,0.0,375000.0,833.0,4
Ethan Nwaneri,0.0,2666666.6666666665,365.5,3
Ethan Pinnock,3920000.0,100000.0,768.25,5
Ethan Sutherland,0.0,0.0,233.33333333333334,4
Ethan Wheatley,0.0,0.0,731.0,2
Ethem Balcı,0.0,35714.28571428572,412.3333333333333,7
Etienne Vaessen,0.0,762500.0,3288.0,2
Etrit Berisha,9920000.0,2005357.142857143,449.53846153846155,14
Etta Eyong,50000.0,0.0,90.5,3
Euan Mutale,0.0,0.0,142.5,5
Eugenio Lamanna,300000.0,476923.07692307694,517.5,13
Euri Carvalho,0.0,0.0,438.4,6
Evan Easton,0.0,0.0,583.5,3
Evan Ferguson,0.0,12100000.0,474.4,6
Evan Mooney,0.0,0.0,,1
Evan Ndicka,5500000.0,7100000.0,852.0,4
Evanilson,49050000.0,5825000.0,337.2857142857143,8
Evann Guessand,0.0,1583333.3333333333,365.0,6
Evert Linthorst,600000.0,196428.57142857142,766.0,7
Evgeniy Chernov,3000000.0,608823.5294117647,294.125,17
Evgeniy Frolov,0.0,230769.23076923078,459.1666666666667,13
Evgeniy Goshev,0.0,195000.0,871.5,5
Evgeniy Kharin,0.0,130000.0,790.0,5
Evgeniy Latyshonok,300000.0,437500.0,1156.3333333333333,4
Evgeniy Markov,445000.0,604545.4545454546,438.3,11
Evgeniy Morozov,0.0,321428.5714285714,273.5,7
Evgeniy Staver,0.0,165000.0,426.0,10
Evgeniy Yablonskiy,0.0,520000.0,1051.0,5
Ewan Henderson,179000.0,232692.3076923077,214.41666666666666,13
Ewan Wilson,0.0,31250.0,156.57142857142858,8
Ewoud Pletinckx,750000.0,400000.0,913.0,3
Exequiel Palacios,17000000.0,8433333.333333334,822.5,3
Eyad El Askalany,920000.0,262500.0,198.0,2
Eynel Soares,250000.0,118750.0,693.6666666666666,4
Eyüp Aydın,250000.0,200000.0,755.6666666666666,4
Ezechiel Banzuzi,17200000.0,2612500.0,608.6666666666666,4
Ezechiel Fiemawhle,0.0,6250.0,487.0,4
Ezequiel Bullaude,2000000.0,2067857.142857143,456.1666666666667,7
Ezequiel Ponce,23700000.0,3771428.5714285714,296.2307692307692,14
Ezri Konsa,16150000.0,1333333.3333333333,552.5,3
ÉMerson,290000.0,158333.33333333334,348.54545454545456,12
Fabian Bredlow,300000.0,183333.33333333334,502.125,9
Fabian De Keijzer,0.0,170833.33333333334,884.8,6
Fabian Holland,500000.0,271875.0,626.7142857142857,8
Fabian Mrozek,285000.0,80000.0,730.25,5
Fabian Nürnberger,0.0,216666.66666666666,584.4,6
Fabian Rieder,15000000.0,4603571.428571428,486.8333333333333,7
Fabian Rüdlin,0.0,58333.333333333336,1095.6,6
Fabian Schnellhardt,0.0,288888.8888888889,730.5,9
Fabian Schär,11000000.0,2333333.3333333335,808.6,6
Fabiano,2870000.0,954761.9047619047,246.27777777777777,21
Fabiano Parisi,10450000.0,2080000.0,444.5,5
Fabien Antunes,0.0,234090.9090909091,401.8,11
Fabien Centonze,7000000.0,2200000.0,547.8333333333334,7
Fabijan Buntic,350000.0,170000.0,1004.5,5
Fabio Chiarodia,2000000.0,200000.0,821.75,5
Fabio Ferraro,0.0,35714.28571428572,492.5,7
Fabio González,0.0,100000.0,1095.0,2
Fabio Miretti,0.0,5666666.666666667,438.2,6
Fabio Ruggeri,0.0,0.0,415.0,3
Fabio Torsiello,0.0,25000.0,783.0,4
Fabián Balbuena,5400000.0,2500000.0,547.4285714285714,8
Fabián Ruiz,52500000.0,10928571.42857143,557.8333333333334,7
Fabricio Alvarenga,0.0,555555.5555555555,434.875,9
Fabricio Pedrozo,0.0,262500.0,568.2222222222222,10
Fabrizio Angileri,2000000.0,2400000.0,696.2,6
Fabrício Garcia,0.0,0.0,548.0,3
Fabrício Isidoro,0.0,100000.0,1469.0,3
Facu Esnáider,0.0,42857.142857142855,238.33333333333334,7
Facundo Batista,1750000.0,826923.0769230769,195.75,13
Facundo Bertoglio,3600000.0,813235.2941176471,335.25,17
Facundo Buonanotte,6000000.0,9800000.0,440.75,5
Facundo Cáseres,0.0,508333.3333333333,369.8,6
Facundo Garcés,0.0,416666.6666666667,1370.5,3
Facundo González,1750000.0,1250000.0,313.0,8
Facundo Medina,4300000.0,1500000.0,731.0,3
Facundo Pellistri,14650000.0,5700000.0,230.875,9
Facundo Pérez,0.0,400000.0,881.5,3
Facundo Soloa,0.0,230000.0,639.0,5
Fahem Benaissa-Yahia,0.0,87500.0,434.6666666666667,4
Fahri Ay,556.0,0.0,421.25,5
Faisal Al-Ghamdi,11720000.0,965000.0,456.25,5
Faissal Al Mazyani,0.0,62500.0,1117.0,4
Faitout Maouassa,11000000.0,4936363.636363637,328.7,11
Faiz Mattoir,0.0,216666.66666666666,365.2,6
Falaye Sacko,1300000.0,1595833.3333333333,431.6363636363636,12
Fali,250000.0,360000.0,405.77777777777777,10
Fali Candé,2500000.0,381250.0,431.54545454545456,12
Fallou Fall,500000.0,87500.0,371.0,4
Fallou Sene,0.0,0.0,487.0,4
Famara Diédhiou,8480000.0,1002631.5789473684,263.77777777777777,19
Fanil Sungatulin,380000.0,325000.0,334.4,6
Faouzi Ghoulam,5000000.0,1050000.0,1034.6,6
Farid El Melali,0.0,675000.0,790.6666666666666,4
Faride Alidou,0.0,828125.0,626.0,8
Faris Moumbagna,9550000.0,1185714.2857142857,335.6666666666667,7
Farouck Adekami,70000.0,0.0,146.0,2
Farouk Miya,2200000.0,646153.8461538461,257.0,13
Faroukou Cissé,0.0,0.0,408.2,6
Farès Chaïbi,10000000.0,2512500.0,507.0,4
Farès Ghedjemis,300000.0,120000.0,228.75,5
Fatih Aksoy,0.0,312500.0,411.0,8
Fatih Demir,0.0,0.0,224.0,2
Fatih Kaya,0.0,150000.0,827.5,5
Fedde Leysen,0.0,95000.0,456.5,5
Fede San Emeterio,900000.0,1537500.0,422.7142857142857,8
Fede Vico,1750000.0,1022222.2222222222,268.52941176470586,18
Federico Baschirotto,480000.0,106250.0,266.6363636363636,12
Federico Bonazzoli,9600000.0,2760000.0,211.42105263157896,20
Federico Brancolini,500000.0,130000.0,739.75,5
Federico Ceccherini,7500000.0,1565000.0,608.6666666666666,10
Federico Chiesa,56600000.0,35516666.666666664,742.4,6
Federico Di Francesco,15450000.0,1223684.2105263157,253.66666666666666,19
Federico Dimarco,8910000.0,2625000.0,232.36363636363637,12
Federico Fazio,14000000.0,4790000.0,771.1111111111111,10
Federico Gatti,9150000.0,548333.3333333334,469.5,15
Federico Gattoni,1400000.0,3005555.5555555555,319.5,9
Federico Gino,0.0,451923.07692307694,289.25,13
Federico Macheda,0.0,1380434.7826086956,282.90909090909093,23
Federico Magro,0.0,50000.0,563.0,5
Federico Mosca,0.0,0.0,,1
Federico Ravaglia,0.0,202500.0,265.22222222222223,10
Federico Ricca,5500000.0,1425000.0,1109.6666666666667,4
Federico Valverde,5000000.0,3090000.0,284.75,5
Federico Álvarez,0.0,332142.85714285716,494.0,7
Fedir Zadorozhnyi,0.0,0.0,215.25,5
Fedor Chalov,3000000.0,5180000.0,829.75,5
Fedor Kudryashov,2630000.0,1035294.1176470588,481.75,17
Fedor Smolov,9120000.0,3525000.0,426.06666666666666,16
Felipe,33750000.0,3681818.1818181816,493.0,11
Felipe Abner,0.0,262500.0,270.06666666666666,16
Felipe Anderson,48500000.0,12714285.714285715,837.0,7
Felipe Augusto,3000000.0,1050000.0,367.5,3
Felipe Avenatti,8750000.0,1405882.3529411764,285.3125,17
Felipe Pires,2000000.0,819565.2173913043,166.54545454545453,23
Felipe Rodrigues,0.0,103125.0,255.6,16
Felipe Silva,0.0,75000.0,576.0,2
Felippe Cardoso,1500000.0,437500.0,227.9090909090909,12
Felix Agu,0.0,375000.0,913.25,5
Felix Bacher,150000.0,127777.77777777778,607.25,9
Felix Beijmo,3269000.0,820833.3333333334,315.27272727272725,12
Felix Lange,0.0,50000.0,304.5,7
Felix Nmecha,30000000.0,3862500.0,731.0,4
Felix Passlack,0.0,983333.3333333334,431.6363636363636,12
Felix Uduokhai,13000000.0,3718181.8181818184,620.9,11
Fellipe Jack,0.0,600000.0,258.0,3
Femi Seriki,0.0,163636.36363636365,171.1,11
Fer López,0.0,0.0,546.0,2
Ferdi Kadıoğlu,34400000.0,6310000.0,1474.5,5
Ferdy Druijf,1000000.0,907692.3076923077,365.1666666666667,13
Ferland Mendy,53000000.0,5208333.333333333,584.4,6
Fermín López,0.0,75000.0,365.14285714285717,8
Fernand Goure,508000.0,258333.33333333334,209.0,9
Fernando,26340000.0,4244444.444444444,873.75,9
Fernando Andrade,1500000.0,1058333.3333333333,284.07142857142856,15
Fernando Calero,8000000.0,2575000.0,743.3333333333334,4
Fernando Costanza,800000.0,425000.0,416.3333333333333,4
Fernando Fonseca,0.0,279166.6666666667,465.45454545454544,12
Fernando Martínez,0.0,42857.142857142855,487.6666666666667,7
Fernando Muslera,9750000.0,2400000.0,694.75,5
Fernando Pacheco,2200000.0,1314285.7142857143,766.1666666666666,7
Fernando Varela,2650000.0,715000.0,730.7777777777778,10
Fernán Faerron,0.0,202500.0,324.55555555555554,10
Ferran Jutglà,5000000.0,242307.6923076923,213.08333333333334,13
Ferran Torres,88500000.0,15166666.666666666,475.2,6
Ferro,550000.0,1666666.6666666667,344.1764705882353,18
Festy Ebosele,0.0,2700000.0,500.2857142857143,8
Fidan Aliti,1750000.0,408333.3333333333,433.8181818181818,12
Fiete Arp,3000000.0,1012500.0,626.1428571428571,8
Fikayo Tomori,35300000.0,6895833.333333333,232.45454545454547,12
Filip Bainovic,80000.0,184375.0,295.8,16
Filip Benkovic,14500000.0,4635294.117647059,273.875,17
Filip Bundgaard,3000000.0,775000.0,1279.0,2
Filip Damjanovic,0.0,237500.0,394.7142857142857,8
Filip Djukic,0.0,100000.0,419.0,5
Filip Djuricic,8000000.0,3266666.6666666665,343.7647058823529,18
Filip Franczak,0.0,50000.0,,1
Filip Helander,6350000.0,1368750.0,624.1428571428571,8
Filip Jagiello,2000000.0,1037500.0,573.8571428571429,8
Filip Jørgensen,24500000.0,2687500.0,550.8571428571429,8
Filip Kostić,42250000.0,9975000.0,608.6666666666666,10
Filip Krastev,2300000.0,1692857.142857143,196.6153846153846,14
Filip Marchwinski,3000000.0,2000000.0,1157.0,3
Filip Marschall,0.0,290909.0909090909,216.1,11
Filip Mladenovic,3054000.0,988888.8888888889,593.5,9
Filip Sidklev,600000.0,750000.0,556.0,2
Filip Stanković,0.0,1833333.3333333333,319.5,9
Filip Stevanovic,8500000.0,2915384.6153846155,213.0,13
Filip Stojilkovic,2400000.0,470833.3333333333,342.72727272727275,12
Filipe Bordon,300000.0,133333.33333333334,152.0,3
Filipe Ferreira,0.0,331818.1818181818,658.6,11
Filipe Relvas,700000.0,222222.22222222222,529.0,9
Filipe Soares,4250000.0,1000000.0,527.4444444444445,10
Filippo Alessio,0.0,54166.666666666664,219.0,6
Filippo Mané,0.0,80000.0,504.0,5
Filippo Melegoni,4000000.0,1116666.6666666667,298.8181818181818,12
Filippo Missori,2500000.0,266666.6666666667,516.5,3
Filippo Ranocchia,7380000.0,1016666.6666666666,217.45454545454547,12
Filippo Terracciano,4500000.0,937500.0,550.6666666666666,4
Filippo Vertua,0.0,0.0,,1
Fin Stevens,600000.0,266666.6666666667,231.5,9
Findlay Marshall,0.0,0.0,337.5,3
Finlay Pollock,0.0,25000.0,223.0,4
Finlay Robertson,0.0,150000.0,310.0,4
Finley Munroe,0.0,0.0,730.0,2
Finn Becker,0.0,500000.0,1004.5,5
Finn Dahmen,0.0,371428.5714285714,1034.8333333333333,7
Finn Dicke,0.0,12500.0,188.8,6
Finn Jeltsch,8000000.0,1000000.0,876.25,5
Finn Porath,0.0,100000.0,521.7142857142857,8
Finn Stam,0.0,114285.71428571429,913.0,7
Finn Stokkers,0.0,225000.0,678.2857142857143,8
Fisayo Dele-Bashiru,3430000.0,2614285.714285714,487.0,7
Flavien Tait,9300000.0,3575000.0,1239.6666666666667,4
Flavio Paoletti,0.0,225000.0,506.6666666666667,4
Flavius Daniliuc,5800000.0,2066666.6666666667,397.2857142857143,15
Fletcher Boyd,0.0,0.0,,1
Fletcher Holman,0.0,0.0,191.0,2
Flip Klomp,0.0,25000.0,365.2,6
Florent Hadergjonaj,7000000.0,2550000.0,396.1666666666667,13
Florent Hanin,0.0,771875.0,342.8666666666667,16
Florent Mollet,4600000.0,1858333.3333333333,770.4,6
Florent Muslija,2400000.0,528571.4285714285,1008.5,7
Florent Ogier,0.0,260000.0,608.7777777777778,10
Florent Sanchez,0.0,438888.8888888889,228.25,9
Florent Shehu,200000.0,12500.0,532.2857142857143,8
Florentino,0.0,4435000.0,486.8888888888889,10
Florian Ayé,3500000.0,1425000.0,984.0,4
Florian Danho,500000.0,169444.44444444444,274.0,9
Florian Dietz,150000.0,88888.88888888889,410.875,9
Florian Grillitsch,0.0,4106250.0,564.3636363636364,12
Florian Kainz,6850000.0,1050000.0,862.125,9
Florian Le Joncour,200000.0,214285.7142857143,644.5,7
Florian Lejeune,15300000.0,2058823.5294117648,344.0625,17
Florian Loshaj,300000.0,217857.14285714287,462.5,7
Florian Micheler,0.0,0.0,968.4,6
Florian Miguel,0.0,1080000.0,826.0,5
Florian Müller,6500000.0,2177500.0,527.5555555555555,10
Florian Neuhaus,0.0,500000.0,669.5,7
Florian Pick,800000.0,241666.66666666666,431.72727272727275,12
Florian Schock,0.0,34375.0,575.7142857142857,8
Florian Sotoca,1100000.0,280000.0,547.75,5
Florian Tardieu,0.0,850000.0,1019.5,5
Florian Thauvin,44850000.0,8928571.42857143,353.61538461538464,14
Florian Wirtz,200000.0,0.0,1217.6666666666667,4
Florin Niță,1350000.0,517857.14285714284,1035.0,7
Florinel Coman,8250000.0,2942857.1428571427,852.1666666666666,7
Flosard Malçi,0.0,37500.0,367.1818181818182,12
Flynn Downes,30200000.0,3762500.0,367.42857142857144,8
Fodé Ballo-Touré,16400000.0,2450000.0,509.8888888888889,10
Fodé Fofana,0.0,118750.0,573.8571428571429,8
Fodé Koita,320000.0,403846.1538461539,462.8333333333333,13
Fodé Sylla,0.0,80000.0,365.0,5
Foe Ondoa,0.0,112500.0,264.6666666666667,4
Fofin Turay,0.0,0.0,730.5,5
Folarin Balogun,30000000.0,9500000.0,321.57142857142856,8
Formose Mendy,7500000.0,850000.0,473.3333333333333,4
Fotis Ioannidis,60000.0,100000.0,750.5,3
Fotis Kitsos,0.0,300000.0,329.3333333333333,7
Fotis Koutsoupias,0.0,0.0,182.25,5
Fotis Sgouris,0.0,0.0,808.0,2
Fran Beltrán,8000000.0,500000.0,375.6666666666667,4
Fran Delgado,0.0,210000.0,639.0,5
Fran García,7000000.0,2607142.8571428573,487.0,7
Fran González,0.0,0.0,243.66666666666666,4
Fran Navarro,11800000.0,4536363.636363637,365.3,11
Fran Pereira,0.0,28571.428571428572,490.1666666666667,7
Fran Pérez,0.0,125000.0,730.3333333333334,4
Fran Vieites,0.0,150000.0,639.25,5
Fran Vélez,1050000.0,293181.8181818182,481.7,11
Fran Árbol,0.0,0.0,,1
Francesco Acerbi,32400000.0,3669230.769230769,487.0,13
Francesco Camarda,0.0,5000000.0,366.0,2
Francesco Caputo,16500000.0,1550000.0,365.2352941176471,18
Francesco D'Alessio,0.0,25000.0,466.3333333333333,4
Francesco Gelli,0.0,104166.66666666667,700.2,6
Francesco Gioielli,0.0,0.0,303.0,2
Francesco Rossi,0.0,136538.46153846153,227.66666666666666,13
Francesco Ruberto,0.0,83333.33333333333,464.8181818181818,12
Francesco Zampano,2350000.0,873333.3333333334,308.2142857142857,15
Francis Amuzu,0.0,0.0,320.0,5
Francis Coquelin,22100000.0,2953333.3333333335,511.0,15
Francis Momoh,0.0,450000.0,1843.0,2
Francis Onyeka,0.0,0.0,1628.0,3
Francisco Calvo,853000.0,580769.2307692308,401.6666666666667,13
Francisco Conceição,15310000.0,9269230.76923077,423.5,13
Francisco Meixedo,0.0,83333.33333333333,733.2,6
Francisco Moura,6000000.0,1369230.7692307692,370.5,13
Francisco Ortega,4500000.0,1266666.6666666667,1306.5,3
Francisco Petrasso,896000.0,403333.3333333333,576.0,3
Francisco Reyes Marizan,0.0,0.0,365.0,3
Francisco Silva,0.0,0.0,438.2,6
Franciszek Franczak,0.0,0.0,36.0,2
Franck Bambock,0.0,289285.71428571426,393.3076923076923,14
Franck Honorat,15000000.0,1615000.0,447.44444444444446,10
Franck Surdez,1300000.0,162500.0,556.3333333333334,4
Franco Baldassarra,0.0,316666.6666666667,1003.5,3
Franco Carboni,400000.0,742857.1428571428,168.53846153846155,14
Franco Cervi,10700000.0,2625000.0,975.3333333333334,4
Franco Ferrari,70000.0,308333.3333333333,702.4,6
Franco Israel,2848000.0,400000.0,670.3333333333334,4
Franco Orozco,0.0,1481250.0,608.6666666666666,4
Franco Russo,1100000.0,442307.6923076923,334.75,13
Franco Tongya,8700000.0,400000.0,682.5,9
Franco Umeh-Chibueze,75000.0,8333.333333333334,564.0,3
Franco Zanelatto,0.0,312500.0,517.8,6
Franculino,0.0,383333.3333333333,365.0,3
Franjo Ivanovic,4000000.0,289285.71428571426,530.3333333333334,7
Frank Anguissa,40850000.0,16477777.777777778,365.25,9
Frank Feller,0.0,0.0,730.5,3
Frank Magri,2000000.0,333333.3333333333,984.0,3
Frank Onyeka,10000000.0,4400000.0,867.0,5
Frank Ronstadt,50000.0,144444.44444444444,571.0,9
Frankie Kent,400000.0,258333.33333333334,1655.0,3
Frans Krätzig,0.0,887500.0,431.54545454545456,12
Frantzdy Pierrot,5100000.0,560000.0,410.3333333333333,10
Franz Brorsson,0.0,425000.0,844.2,6
Franz Stolz,250000.0,45000.0,469.6666666666667,10
François Mughe,0.0,508333.3333333333,219.0,6
Fraser Forster,15000000.0,1993750.0,365.26666666666665,16
Fraser Hornby,3880000.0,800000.0,322.1,11
Fraser Murray,0.0,150000.0,456.5,5
Fraser Taylor,0.0,21875.0,152.14285714285714,8
Fred,83740000.0,14250000.0,1373.6666666666667,4
Fred Onyedinma,0.0,360000.0,405.8888888888889,10
Freddie Owens,0.0,0.0,175.0,5
Frederic Ananou,250000.0,231250.0,834.8571428571429,8
Frederic Soelle Soelle,300000.0,200000.0,315.0,4
Frederico Duarte,80000.0,88888.88888888889,505.125,9
Frederico Namora,0.0,7812.5,330.8,16
Frederico Venâncio,0.0,816666.6666666666,599.2727272727273,12
Frederik Alves,2600000.0,500000.0,431.1666666666667,7
Frederik Brandhof,0.0,268750.0,365.2857142857143,8
Frederik Carstensen,0.0,200000.0,308.1666666666667,7
Frederik Damkjer,0.0,0.0,,1
Frederik Emmery,0.0,0.0,,1
Frederik Flaskager,0.0,0.0,548.0,3
Frederik Gytkjaer,0.0,162500.0,1162.0,4
Frederik Lauenborg,0.0,25000.0,1096.0,2
Frederik Rieper,20000.0,35714.28571428572,481.6666666666667,7
Frederik Rönnow,4150000.0,1377777.7777777778,550.25,9
Frederik Tingager,300000.0,93750.0,548.4285714285714,8
Frederik Winther,2300000.0,595454.5454545454,352.6,11
Fredrik Aursnes,13750000.0,3500000.0,1296.0,4
Fredrik Carlsen,335000.0,133333.33333333334,913.0,3
Fredrik Gulbrandsen,1200000.0,1125000.0,574.8888888888889,10
Fredrik Hammar,1000000.0,140625.0,366.14285714285717,8
Fredrik Jensen,3000000.0,525000.0,791.0,4
Fredrik Midtsjø,8700000.0,1590000.0,690.0,10
Fredrik Oldrup Jensen,650000.0,521875.0,628.2857142857143,8
Fredrik Oppegård,500000.0,336363.63636363635,292.7,11
Fredy,500000.0,638461.5384615385,640.9166666666666,13
Frej Elkjaer,0.0,0.0,,1
Frenkie De Jong,93740000.0,9611111.111111112,273.875,9
Frédéric Guilbert,6500000.0,4000000.0,291.07142857142856,15
Frédéric Veseli,0.0,240277.77777777778,386.7647058823529,18
Fuhna Wirsiy Nsolo,0.0,0.0,,1
Fuki Yamada,0.0,500000.0,494.0,5
Funsho Bamgboye,100000.0,337500.0,899.3333333333334,4
Furkan Akyüz,0.0,0.0,409.3333333333333,4
Furkan Bayır,115000.0,520000.0,692.0,5
Furkan Bekleviç,0.0,50000.0,444.8,6
Furkan Soyalp,0.0,300000.0,308.53333333333336,16
Fábio Cardoso,3700000.0,718181.8181818182,547.9,11
Fábio Carvalho,32800000.0,7659090.909090909,406.0,11
Fábio Ronaldo,0.0,111111.11111111111,573.625,9
Fábio Sambú,0.0,0.0,487.0,4
Fábio Silva,40000000.0,9307692.307692308,304.3333333333333,13
Fábio Vieira,35000000.0,7736111.111111111,547.75,9
Félix Correia,16550000.0,1007142.8571428572,281.0769230769231,14
Félix Lemaréchal,6000000.0,1455555.5555555555,216.25,9
Félix Nzouango,2950000.0,350000.0,612.3333333333334,4
Gabi Brás,0.0,0.0,547.75,5
Gabri Martínez,0.0,628571.4285714285,181.33333333333334,7
Gabri Veiga,30000000.0,7875000.0,627.3333333333334,4
Gabriel Batista,0.0,500000.0,687.3333333333334,4
Gabriel Cabral,0.0,0.0,308.0,2
Gabriel Charpentier,2900000.0,814583.3333333334,138.27272727272728,12
Gabriel Eskinja,0.0,18181.81818181818,431.9,11
Gabriel Florentín,2200000.0,500000.0,801.6666666666666,4
Gabriel Gudmundsson,6000000.0,525000.0,811.3333333333334,4
Gabriel Jesus,84200000.0,22000000.0,1370.5,3
Gabriel Jesus David,0.0,0.0,147.0,2
Gabriel Magalhães,29000000.0,3250000.0,284.1666666666667,7
Gabriel Martinelli,7100000.0,0.0,547.0,2
Gabriel Misehouy,0.0,200000.0,1098.0,5
Gabriel Moscardo,20000000.0,11666666.666666666,146.0,6
Gabriel Osho,0.0,194117.64705882352,228.9375,17
Gabriel Palmero,0.0,0.0,365.0,3
Gabriel Paulista,29300000.0,3785714.285714286,943.3333333333334,7
Gabriel Pereira,5650000.0,841666.6666666666,262.8,6
Gabriel Pires,14100000.0,2223809.523809524,255.7,21
Gabriel Sara,28500000.0,6125000.0,924.0,4
Gabriel Silva,1500000.0,2500000.0,132.0,4
Gabriel Slonina,9090000.0,4500000.0,388.2,6
Gabriel Souza,0.0,50000.0,303.6666666666667,4
Gabriel Strefezza,4050000.0,2008333.3333333333,298.90909090909093,12
Gabriel Suazo,0.0,1000000.0,2756.0,2
Gabriel Veron,10340000.0,6800000.0,547.75,5
Gabriel Vidovic,0.0,1927272.7272727273,313.9,11
